epoch,acc,loss,top2_acc,val_acc,val_loss,val_top2_acc
107,0.170468748,2.543790817,0.40625,0.178790987,2.448382616,0.0625
108,0.175406247,2.531003952,0.375,0.182633191,2.433264017,0.09375
109,0.17928125,2.503112078,0.21875,0.195184425,2.401530743,0.0625
110,0.183937505,2.486181736,0.40625,0.195696726,2.38720274,0.15625
111,0.185375005,2.475775719,0.3125,0.208504096,2.359588385,0.34375
112,0.196062505,2.441421747,0.3125,0.212090164,2.339556694,0.28125
113,0.198343754,2.426837206,0.21875,0.219518438,2.313602209,0.40625
114,0.197624996,2.411971331,0.3125,0.22003074,2.302242994,0.4375
115,0.201124996,2.392465115,0.28125,0.224129096,2.283543348,0.4375
116,0.210124999,2.371034145,0.21875,0.232838109,2.255150795,0.40625
117,0.208562493,2.354965687,0.375,0.228995904,2.243417501,0.4375
118,0.215781257,2.332452774,0.25,0.24615778,2.220321655,0.4375
119,0.216218755,2.315532207,0.4375,0.246413931,2.201282501,0.46875
120,0.223406255,2.298248529,0.34375,0.246670082,2.191529036,0.5625
121,0.2208125,2.2831738,0.40625,0.25,2.169585943,0.5625
122,0.228031248,2.270427227,0.28125,0.24615778,2.163722515,0.5
123,0.233281255,2.245152235,0.40625,0.253073782,2.13307333,0.46875
124,0.235593751,2.232890844,0.375,0.248975411,2.123944998,0.5
125,0.236874998,2.217352867,0.3125,0.261526644,2.097321272,0.4375
126,0.239999995,2.203371763,0.3125,0.269723356,2.075880527,0.375
127,0.247749999,2.173708916,0.46875,0.273309439,2.062148809,0.34375
128,0.248343751,2.167537689,0.3125,0.268442631,2.055171013,0.4375
129,0.252000004,2.152914286,0.34375,0.266905725,2.049939156,0.34375
130,0.254000008,2.139835596,0.5625,0.27868852,2.017074585,0.375
131,0.259468764,2.124315977,0.53125,0.286629111,1.997671604,0.46875
132,0.263593763,2.09323287,0.4375,0.289702863,1.979907274,0.375
133,0.267937511,2.090323925,0.40625,0.288934439,1.980043292,0.34375
134,0.271968752,2.067135096,0.3125,0.294057369,1.955516696,0.4375
135,0.273343742,2.062718391,0.53125,0.302254111,1.938628793,0.375
136,0.275000006,2.045845985,0.4375,0.313524604,1.915092587,0.40625
137,0.282406241,2.028590202,0.375,0.310194671,1.904079199,0.4375
138,0.287656248,1.999390364,0.65625,0.316598356,1.880942464,0.375
139,0.285281241,1.999413013,0.53125,0.323258191,1.867344737,0.46875
140,0.288562506,1.985884547,0.34375,0.332223356,1.847066879,0.46875
141,0.293937504,1.96962297,0.53125,0.322233617,1.866906404,0.375
142,0.292687505,1.957091331,0.5,0.336577863,1.829447508,0.46875
143,0.297812492,1.941537738,0.46875,0.342469275,1.810477734,0.40625
144,0.302625,1.929086447,0.53125,0.353227466,1.781768203,0.625
145,0.305218756,1.905226946,0.53125,0.358350396,1.774749756,0.53125
146,0.309781253,1.900539517,0.5,0.356301218,1.756611824,0.625
147,0.311968744,1.884280205,0.40625,0.355020493,1.756869197,0.375
148,0.316218764,1.873352289,0.5625,0.367315561,1.735381246,0.5
149,0.316374987,1.85794878,0.625,0.369620889,1.715966463,0.40625
150,0.322281241,1.844080806,0.46875,0.373975396,1.703761339,0.46875
151,0.326906264,1.834264159,0.46875,0.36987704,1.699461341,0.46875
152,0.327812493,1.819841743,0.4375,0.376536876,1.679437757,0.59375
153,0.33490625,1.805226326,0.5625,0.377049178,1.67589426,0.375
154,0.337156236,1.794726849,0.59375,0.392930329,1.648207545,0.5
155,0.339281261,1.783810616,0.53125,0.392674178,1.645354033,0.4375
156,0.342624992,1.776026249,0.5625,0.39318648,1.630808473,0.53125
157,0.341531247,1.758998156,0.6875,0.400102466,1.61999321,0.375
158,0.351781249,1.749385715,0.53125,0.409323782,1.595909953,0.375
159,0.350718737,1.738567233,0.5,0.409323782,1.59431088,0.4375
160,0.357906252,1.725568533,0.5625,0.408043027,1.581034184,0.5
161,0.359468758,1.710898876,0.5625,0.406762302,1.578675389,0.53125
162,0.364749998,1.703129888,0.5,0.415471315,1.567508101,0.59375
163,0.363718748,1.6934762,0.625,0.417008191,1.548710227,0.46875
164,0.366437495,1.681726575,0.46875,0.421618849,1.539786696,0.4375
165,0.369906247,1.673830867,0.625,0.417520493,1.535401344,0.59375
166,0.374000013,1.659226775,0.6875,0.431608617,1.520795465,0.53125
167,0.378625005,1.642071128,0.5,0.425717205,1.518552065,0.5
168,0.382437497,1.641207218,0.59375,0.433657795,1.507451773,0.65625
169,0.376437485,1.634211063,0.71875,0.441854507,1.48901546,0.5625
170,0.385093749,1.615074396,0.6875,0.457735658,1.46749866,0.5625
171,0.386562496,1.616249323,0.59375,0.452100396,1.472032189,0.59375
172,0.394781262,1.600310802,0.59375,0.455942631,1.447925687,0.625
173,0.395125002,1.587058067,0.65625,0.456967205,1.4438802,0.65625
174,0.397500008,1.574921131,0.53125,0.459528685,1.433712602,0.65625
175,0.401687503,1.571913123,0.6875,0.46618852,1.421981931,0.65625
176,0.402375013,1.564453244,0.5625,0.476434439,1.411187172,0.71875
177,0.408499986,1.559473753,0.59375,0.472592205,1.404720664,0.6875
178,0.407812506,1.54464829,0.65625,0.463883191,1.409458399,0.625
179,0.414000005,1.527243018,0.625,0.480788946,1.386585116,0.65625
180,0.411343753,1.526076436,0.78125,0.481557369,1.386121511,0.6875
181,0.416125,1.511029005,0.59375,0.492059439,1.358286262,0.625
182,0.424593747,1.501244187,0.6875,0.489754111,1.354145288,0.75
183,0.421031237,1.500333667,0.71875,0.491547137,1.3454597,0.71875
184,0.428718746,1.48861587,0.59375,0.501536906,1.334775567,0.71875
185,0.430624992,1.467465401,0.6875,0.484375,1.336321831,0.625
186,0.429125011,1.468748808,0.5,0.509221315,1.31782198,0.6875
187,0.438968748,1.462133884,0.59375,0.505891383,1.312755346,0.71875
188,0.437718749,1.454098225,0.75,0.512807369,1.296539664,0.75
189,0.446843743,1.43223536,0.5625,0.503073752,1.309921384,0.6875
190,0.440937489,1.444072962,0.59375,0.496670067,1.314330578,0.8125
191,0.449375004,1.422157049,0.71875,0.519467235,1.274968624,0.75
192,0.446156263,1.42209363,0.84375,0.521004081,1.273875475,0.6875
193,0.452562511,1.410390019,0.75,0.526383221,1.260846972,0.71875
194,0.454250008,1.404105067,0.65625,0.521516383,1.257412195,0.75
195,0.460906237,1.392225862,0.625,0.532530725,1.232517719,0.71875
196,0.462500006,1.381628275,0.71875,0.531506121,1.238381028,0.78125
197,0.463656247,1.384714484,0.59375,0.527151644,1.242279172,0.75
198,0.466093749,1.377353191,0.71875,0.536885262,1.232540965,0.75
199,0.469468743,1.3661201,0.8125,0.54175204,1.212383151,0.8125
200,0.471593738,1.353440285,0.6875,0.545850396,1.19993794,0.71875
201,0.462593764,1.399699926,0.625,0.516393423,1.240725279,0.40625
202,0.473968744,1.360733747,0.71875,0.52330941,1.216524363,0.625
203,0.483968765,1.33981967,0.6875,0.527920067,1.17114377,0.53125
204,0.502343774,1.282001257,0.59375,0.543032765,1.132542253,0.65625
205,0.520375013,1.237070441,0.71875,0.58324796,1.042800665,0.71875
206,0.540250003,1.183380961,0.71875,0.573514342,1.057964563,0.65625
207,0.550249994,1.149476767,0.84375,0.597079933,0.992993474,0.875
208,0.570187509,1.107490778,0.875,0.61731559,0.962037802,0.84375
209,0.587937474,1.063803673,0.71875,0.608350396,0.947390914,0.8125
210,0.597843766,1.026520371,0.8125,0.620133221,0.943805695,0.84375
211,0.61178124,0.992967486,0.78125,0.654200792,0.873339415,0.78125
212,0.624687493,0.946969748,0.90625,0.621670067,0.944006562,0.4375
213,0.630500019,0.92678988,1,0.662909865,0.814643919,0.90625
214,0.644031227,0.896156967,0.78125,0.684170067,0.793610752,0.875
215,0.65268749,0.869715035,0.875,0.654456973,0.832152247,0.90625
216,0.664187491,0.846625686,0.96875,0.676741779,0.772396088,0.9375
217,0.675062478,0.812835276,0.875,0.672899604,0.777141631,0.8125
218,0.681437492,0.795610309,0.8125,0.692110658,0.74883914,0.75
219,0.69715625,0.762195528,0.90625,0.705430329,0.710821629,0.9375
220,0.703406274,0.743745267,0.875,0.711321712,0.69820112,0.96875
221,0.708312511,0.726647198,0.90625,0.696465135,0.72892493,0.8125
222,0.712062478,0.704829514,0.78125,0.690573752,0.740065098,1
223,0.720749974,0.689261854,0.90625,0.702612698,0.707340777,0.8125
224,0.725750029,0.675020218,0.96875,0.71875,0.651742518,0.96875
225,0.740249991,0.642657578,0.875,0.71106559,0.686446249,0.9375
226,0.739156246,0.638049245,0.78125,0.709016383,0.68827641,1
227,0.75068748,0.618171036,0.9375,0.727715135,0.645764947,0.9375
228,0.751406252,0.607543111,0.90625,0.73181355,0.639454484,0.8125
229,0.7578125,0.592913568,0.96875,0.714139342,0.706948042,0.90625
230,0.768437505,0.571318626,0.84375,0.746670067,0.607134461,0.90625
231,0.769218743,0.564626694,1,0.746413946,0.607729375,0.875
232,0.774249971,0.5519315,0.84375,0.732838094,0.646903753,1
233,0.78275001,0.530154765,0.90625,0.766137302,0.58719784,0.9375
234,0.782937527,0.530561388,0.875,0.735911906,0.639914036,0.90625
235,0.786374986,0.518918216,0.9375,0.76050204,0.565345645,0.875
236,0.794718742,0.494368494,0.96875,0.758965135,0.602826178,0.875
237,0.801687479,0.483605981,0.9375,0.76818645,0.573672175,0.84375
238,0.800562501,0.482634485,0.9375,0.75768441,0.597405612,0.96875
239,0.810531259,0.46015209,0.90625,0.776639342,0.543252051,0.9375
240,0.812687516,0.450190663,0.96875,0.778432369,0.555862606,0.9375
241,0.816093743,0.439611524,0.96875,0.786116779,0.53410548,0.9375
242,0.816093743,0.438135743,0.90625,0.78381145,0.529533207,0.9375
243,0.823125005,0.425058454,0.9375,0.792008221,0.514561892,0.96875
244,0.826187491,0.412594318,0.96875,0.786629081,0.531490088,0.9375
245,0.827812493,0.414744109,0.96875,0.791239738,0.526937246,1
246,0.832937479,0.402982652,0.96875,0.770235658,0.557130992,0.96875
247,0.835156262,0.396278858,0.9375,0.790983617,0.518984497,1
248,0.844406247,0.374346703,0.875,0.809682369,0.479963332,1
249,0.843812525,0.373384655,0.96875,0.787653685,0.549680889,1
250,0.848062515,0.366877615,0.96875,0.808401644,0.493527889,0.96875
251,0.84984374,0.361047119,1,0.800973356,0.494411528,1
252,0.853625,0.356009632,1,0.807633221,0.50458777,0.96875
253,0.858062506,0.339210391,0.96875,0.810963094,0.485525936,1
254,0.862281263,0.3343198,0.96875,0.808657765,0.482605785,0.96875
255,0.862625003,0.331258386,0.96875,0.811219275,0.501700222,0.90625
256,0.866812527,0.320307732,0.9375,0.808401644,0.489632815,0.90625
257,0.869968772,0.309215307,1,0.808145463,0.518132985,0.9375
258,0.866375029,0.31712535,0.96875,0.811731577,0.490456641,1
259,0.87178123,0.307405621,0.9375,0.813268423,0.480459005,1
260,0.881687522,0.288633287,0.9375,0.825051248,0.475455433,1
261,0.881218731,0.285940081,0.96875,0.827868879,0.481265306,1
262,0.876531243,0.297398418,0.96875,0.819159865,0.493293285,0.90625
263,0.879968762,0.290165097,0.96875,0.821209013,0.495935798,0.96875
264,0.888312519,0.269398093,0.96875,0.813780725,0.493510604,0.96875
265,0.888000011,0.268655002,1,0.828125,0.45581165,1
266,0.893062472,0.258485496,1,0.819415987,0.50462234,0.90625
267,0.890999973,0.268588454,1,0.838370919,0.462434739,1
268,0.896562517,0.253457993,0.96875,0.84375,0.43044582,0.96875
269,0.898218751,0.246858239,1,0.839395463,0.481628686,0.9375
270,0.899781227,0.248331532,1,0.814549208,0.534713268,0.90625
271,0.901343763,0.239355817,1,0.814805329,0.578470111,0.96875
272,0.902750015,0.239132985,0.96875,0.835553288,0.46681422,0.90625
273,0.90796876,0.224561557,0.90625,0.81762296,0.524800777,0.96875
274,0.911062479,0.223789051,0.96875,0.830430329,0.521825552,0.9375
275,0.907812476,0.225247279,1,0.843493879,0.475755274,0.9375
276,0.912406266,0.216023386,1,0.837858617,0.466398209,1
277,0.913812518,0.212165564,0.96875,0.824282765,0.552160919,1
278,0.917531252,0.208143637,0.96875,0.842725396,0.456283808,0.96875
279,0.917656243,0.209512889,0.96875,0.837602437,0.48192513,1
280,0.918906271,0.20019573,1,0.848104537,0.471659124,1
281,0.919624984,0.200165302,1,0.844006121,0.489272207,1
282,0.921156228,0.198149547,1,0.83580941,0.495597064,1
283,0.925656259,0.186900333,0.96875,0.845286906,0.465135485,0.9375
284,0.925125003,0.184687361,0.9375,0.844262302,0.474880666,0.96875
285,0.926406264,0.193627194,0.96875,0.842725396,0.463272572,0.9375
286,0.930187523,0.175114363,1,0.831454933,0.527256131,0.9375
287,0.929718733,0.179226652,1,0.834016383,0.538287818,0.96875
288,0.927375019,0.182532653,1,0.842725396,0.511454582,1
289,0.936625004,0.162388548,1,0.852459013,0.483812064,0.96875
290,0.933125019,0.170833752,1,0.850665987,0.49090746,1
291,0.933281243,0.167251378,1,0.85425204,0.456326723,1
292,0.937062502,0.163335681,1,0.830942631,0.558787823,0.9375
293,0.938562512,0.158892184,1,0.84631145,0.507613659,0.96875
294,0.942187488,0.149777472,1,0.864754081,0.47029686,0.96875
295,0.939812481,0.154953465,1,0.86193645,0.468003362,1
296,0.941968739,0.147626281,1,0.850409865,0.476131409,1
297,0.94565624,0.142478064,1,0.84887296,0.548694551,0.9375
298,0.942031264,0.1487533,0.96875,0.855788946,0.510188222,0.96875
299,0.94634378,0.140464678,1,0.854764342,0.488265574,0.96875
300,0.94668752,0.13841024,1,0.862704933,0.465236455,0.96875
301,0.946937501,0.136871785,1,0.853995919,0.5210042,1
302,0.951781273,0.128198966,1,0.850665987,0.541047156,0.96875
303,0.947187483,0.138880789,1,0.871413946,0.448958665,1
304,0.951250017,0.125377491,0.96875,0.86705941,0.488186151,0.96875
305,0.9510625,0.126534358,0.96875,0.852202892,0.555551887,0.875
306,0.953968763,0.122726507,1,0.863473356,0.523700476,0.96875
307,0.949593723,0.133602604,1,0.845030725,0.541391671,1
308,0.957406223,0.115788706,1,0.869108617,0.478565872,0.96875
309,0.957343757,0.11632821,1,0.868084013,0.494911611,0.90625
310,0.957687497,0.117058434,1,0.855276644,0.544591129,0.96875
311,0.958968759,0.112435557,1,0.860655725,0.525181592,1
312,0.956718743,0.116198316,0.96875,0.852459013,0.550563872,1
313,0.961406231,0.10487505,1,0.866034865,0.505949795,0.96875
314,0.957125008,0.115228377,1,0.871926248,0.462890744,0.96875
315,0.96196878,0.101694956,1,0.857581973,0.57657373,0.96875
316,0.963718772,0.0963936,0.96875,0.853483617,0.645236075,0.96875
317,0.971562505,0.076943688,1,0.876793027,0.506280065,1
318,0.976750016,0.065052539,1,0.878329933,0.489148408,1
319,0.978625,0.060256258,1,0.879098356,0.485919148,1
320,0.980218768,0.055917367,1,0.878073752,0.487205625,0.96875
321,0.981124997,0.054766655,1,0.87756145,0.483028024,0.96875
322,0.980593741,0.054505728,1,0.87756145,0.487470865,0.96875
323,0.982937515,0.050362561,1,0.877817631,0.48532635,0.96875
324,0.983312488,0.048306074,1,0.877817631,0.485306561,0.96875
325,0.982218742,0.051794786,1,0.877817631,0.485402435,0.96875
326,0.983906269,0.04791753,1,0.878073752,0.485440493,0.96875
